date,close_price,volume,open_price,high,low,RA_5,RA_10,MACD,CCI,ATR,BOLL_middle,BOLL_upper,BOLL_lower,MA_5,MA_10,MTM_1,MTM_3,ROC,WPR,SPY_500,VIX,SOX
2021-02-04,58.79,29853780,57.61,58.88,57.19,1.1335713475560334,1.4555755734416536,1.719988969546094,59.889236985101036,2.4101214285714287,56.25775000000001,61.71502814482642,50.8004718551736,57.334,56.3635,12.43,8.850000000000001,17.72126551862235,0.5154929577464789,386.19,15.0,3008.42
2021-02-03,57.68,21893190,57.894,58.33,57.38,0.9412991023048952,2.260962682133431,1.6491272278161588,51.711249532264375,2.5172642857142855,55.87325,61.63767041752681,50.108829582473184,56.789,56.73049999999999,10.219999999999999,8.520000000000003,17.331163547599683,0.4112676056338028,381.85,15.21,2982.87
2021-02-02,58.0,23580890,57.19,58.28,56.88,1.450814943402499,2.3212415320254807,1.6477127541489835,54.81156458470271,2.9501214285714283,55.51974999999999,61.65295346556348,49.3865465344365,55.971000000000004,56.829499999999996,7.350000000000001,9.18,18.803768947152804,0.44131455399061037,381.55,14.34,3047.33
2021-02-01,56.69,26926640,55.95,57.39,55.71,1.04209212644564,2.320739160267694,1.5893588222443569,33.06397992129034,3.0015499999999995,55.10325,61.62520390584754,48.581296094152464,55.413,56.8285,5.57,6.739999999999995,13.493493493493483,0.4140435835351086,376.23,14.71,2999.99
2021-01-29,55.51,37256230,55.98,57.16,55.355,0.8351383118980931,2.330765164060936,1.6251418571988907,25.13602959845659,2.937978571428571,54.75975000000001,61.62581909009807,47.89368090990195,55.163,56.917500000000004,4.844999999999999,5.789999999999999,11.645213193885759,0.3354330708661415,370.07,14.84,2887.08
2021-01-28,56.065,49202560,54.79,57.4,54.7,1.0337678656255451,2.3745610647022746,1.7673210493452416,31.512353438311223,2.8990499999999995,54.42175000000001,61.75637833073361,47.08712166926641,55.39300000000001,57.291500000000006,5.594999999999999,6.174999999999997,12.377229905792738,0.3791338582677163,377.63,14.55,2935.12
2021-01-27,53.59,49722950,54.61,54.8481,53.3,3.054671177066363,2.3434888521177135,1.866577821148823,-4.528285867331762,2.740478571428571,54.08800000000001,61.69555308887162,46.480446911128396,56.672000000000004,57.38000000000001,3.8600000000000065,3.270000000000003,6.49841017488077,0.1842519685039372,374.41,15.35,2875.13
2021-01-26,55.21,31485880,55.275,56.2,54.85,2.6828000298195924,2.401721257764939,2.2181153324886935,28.636911718181356,2.7433357142857133,53.762,61.962647779291586,45.561352220708415,57.688,57.345000000000006,4.950000000000003,4.840000000000003,9.60889418304547,0.3643636363636362,383.79,16.78,3031.77
2021-01-25,55.44,61968550,56.38,56.5,54.06,2.382944397169184,2.923620358391288,2.4695960784899285,33.1203434440052,2.754049999999999,53.355,62.02248291028023,44.68751708971976,58.24400000000001,56.977999999999994,5.369999999999997,5.439999999999998,10.879999999999995,0.41792065663474676,384.39,17.14,3079.21
2021-01-22,56.66,85729320,58.85,59.62,56.65,2.002732133861142,3.317548643200278,2.7312373786080144,77.54608714380485,2.710364285714285,52.91150000000001,62.00415038368902,43.818849616311,58.672000000000004,56.599000000000004,5.969999999999999,7.25,14.673143088443636,0.5013679890560873,382.88,16.63,3074.4
2021-01-21,62.46,87156460,59.038000000000004,63.95,58.2233,1.731993071579676,3.5706968507561663,2.9012415488880734,154.15861355421734,2.400364285714285,52.387000000000015,61.76011068962702,43.01388931037301,59.19,56.152,12.259999999999998,13.18,26.74512987012987,0.9021667760998029,384.24,17.11,3132.17
2021-01-20,58.67,28701260,58.24,59.22,58.09,0.8064341262620273,3.1674222958109017,2.4854833582435205,131.08382891580564,2.050599999999999,51.58200000000001,60.081116659982975,43.08288334001704,58.088,55.016,6.685000000000002,9.71,19.832516339869283,0.8648417450812662,383.89,17.34,3085.04
2021-01-19,57.99,35647140,57.94,58.34,57.1,2.0257877480131024,3.1605442569279116,2.3045631460645666,135.7711893256463,2.26107857142857,51.02150000000001,59.04200939778766,43.00099060221236,57.001999999999995,54.21,7.0,8.370000000000005,16.86819830713423,0.8357558139534885,378.65,17.87,3093.32
2021-01-15,57.58,50265360,58.85,59.65,57.5,2.865514962445668,3.151053157279325,2.109358611304309,171.88893465390237,2.227864285714284,50.654500000000006,58.01013858546626,43.298861414533754,55.712,53.378,7.68,8.670000000000002,17.726436311592725,0.8059593023255812,375.7,17.71,2992.77
2021-01-14,59.25,74680890,58.45,60.14,57.84,3.067028529374972,2.9710631093936732,1.8712705162276961,230.16983809633982,2.1278642857142844,50.33150000000001,56.97521364524391,43.68778635475611,54.525999999999996,52.60200000000001,9.689999999999998,9.170000000000002,18.310702875399365,0.9281092739036664,378.46,16.0,3055.64
2021-01-13,56.95,124070700,59.5,60.25,56.9,2.010239786692127,2.188359202690455,1.3701286855484227,255.4751387595584,1.9685785714285704,49.90225,55.14784098195809,44.656659018041914,53.114,51.552,8.600000000000001,6.560000000000002,13.018456042865653,0.7672778561354021,379.79,16.39,2991.95
2021-01-12,53.24,39883890,51.9,53.85,51.56,0.7351353616851802,1.3307757136347205,0.9447421498734414,124.64265777821537,1.5103642857142847,49.57825000000001,53.72874789181974,45.427752108180286,51.944,50.79600000000001,5.789999999999999,0.990000000000002,1.894736842105267,0.9245516388373531,378.77,15.94,2988.02
2021-01-11,51.54,32933280,51.29,52.24,51.25,0.5326687526033409,1.476911981128191,0.7657979948864906,92.04110316672829,1.503935714285713,49.402750000000005,53.20095414801522,45.60454585198479,51.41799999999999,50.178999999999995,4.490000000000002,0.75,1.4766686355581808,0.8456375838926176,378.69,15.39,2969.92
2021-01-08,51.65,34625380,52.45,52.53,51.27,0.8671701101859991,1.6621720729214524,0.6993522116866231,104.50191003157882,1.6882214285714272,49.33875,53.03244445812725,45.64505554187274,51.044000000000004,49.732,4.640000000000001,0.6999999999999957,1.3738959764474892,0.8604026845637585,381.26,15.31,2936.47
2021-01-07,52.19,32092340,51.49,52.69,51.3,0.9188122768008699,1.7710742502786265,0.593170834414245,123.08057822245658,1.6767928571428559,49.259750000000004,52.81741563212453,45.70208436787548,50.678,49.224,6.1299999999999955,1.759999999999998,3.4899861193733854,0.9328859060402684,379.1,15.58,2937.0
2021-01-06,51.1,36809640,50.435,52.15,50.2,0.8106047125449002,1.6814505642450508,0.39403502801330603,90.78204977306325,1.620007142857142,49.184749999999994,52.55021204108737,45.81928795891262,49.989999999999995,48.622,5.710000000000001,1.7000000000000028,3.4412955465587105,0.848046309696093,373.55,15.4,2827.96
2021-01-05,50.61,24866560,49.445,50.83,49.33,0.604728038046856,1.5812071338063207,0.24511572561773676,52.863103998741224,1.537864285714285,49.13975000000001,52.42467690177423,45.854823098225786,49.648,48.148,4.990000000000002,1.0600000000000023,2.1392532795156454,0.863344051446945,371.33,15.59,2837.17
2021-01-04,49.67,46102460,49.89,51.39,49.4016,1.0042708797928976,1.357269685803083,0.1013661327329416,42.32389539517767,1.5457214285714282,49.20850000000001,52.666621021595404,45.75037897840461,48.94,47.833,4.609999999999999,0.240000000000002,0.4855351001416184,0.712218649517685,368.79,15.8,2783.21
2020-12-31,49.82,28576790,48.75,50.19,48.72,1.1536723971734784,1.5128347563432032,0.012124054065701273,15.220767465738517,1.485478571428571,49.2745,52.81474420061668,45.73425579938333,48.419999999999995,47.931,4.289999999999999,0.6799999999999997,1.3838013838013832,0.7363344051446944,373.88,16.04,2795.5
2020-12-30,48.75,37385410,49.11,49.19,48.56,1.095883205455764,1.7122818109178166,-0.1172303671287338,-17.89046715711219,1.4611928571428565,49.27850000000001,52.82138032538499,45.73561967461502,47.769999999999996,48.06099999999999,2.5600000000000023,-0.5300000000000011,-1.0754870129870153,0.5643086816720255,371.99,16.29,2783.77
2020-12-29,49.39,84531390,47.22,50.6667,46.49,1.1200999955361126,1.877723688405724,-0.17168302302229677,-18.88595804020251,1.481071428571428,49.319,52.85530117495668,45.782698825043326,47.254,48.2525,3.9299999999999997,0.21999999999999886,0.4474272930648746,0.6672025723472668,371.46,15.9,2738.05
2020-12-28,47.07,21269170,47.19,47.635,46.86,0.3670640271124369,1.9688885824241036,-0.30385084166429976,-88.00012257393958,1.2477357142857137,49.267,52.82809449467435,45.70590550532565,46.648,48.3605,2.1199999999999974,-1.259999999999998,-2.607076350093106,0.2942122186495174,372.17,14.93,2744.3
2020-12-24,47.07,11865640,46.6,47.09,46.34,0.47424044534392046,1.9562157984230666,-0.23190720885224891,-106.25108089084418,1.3655928571428564,49.28600000000001,52.80379561657582,45.7682043834242,46.726000000000006,48.62650000000001,0.7199999999999989,-1.5799999999999983,-3.2476875642343237,0.2942122186495174,369.0,14.83,2750.24
2020-12-23,46.57,22564230,46.165,47.03,46.07,1.6637716189429357,1.936383807513375,-0.13670777629792497,-119.12164914512584,1.4305928571428563,49.28500000000001,52.805325269062514,45.76467473093751,47.44200000000001,48.9455,1.1300000000000026,-2.3599999999999994,-4.823216840384221,0.1794871794871793,367.57,14.55,2723.53
2020-12-22,46.17,32188770,46.25,46.34,45.765,2.119786781730652,1.785842168278036,0.03769888527209986,-141.40980949581376,1.4570214285714276,49.307,52.7641135358851,45.8498864641149,48.352000000000004,49.2955,0.5700000000000003,-2.719999999999999,-5.563509920229083,0.125506072874494,367.24,14.44,2743.97
2020-12-21,46.36,53775700,46.32,46.45,45.24,1.9501446100225484,1.4840876827195886,0.30048413134479546,-143.18587887228654,1.4773785714285705,49.30150000000001,52.778849709189466,45.82415029081056,49.251,49.7475,0.9699999999999989,-2.200000000000003,-4.530477759472823,0.15114709851551933,367.86,14.86,2747.29
2020-12-18,47.46,119298400,50.57,50.68,47.11,1.3240075528485467,0.9633380766895899,0.6121775307853028,-35.46164218763244,1.4527357142857136,49.253,52.91524439381099,45.59075560618901,50.07299999999999,50.131499999999996,1.7800000000000011,-1.7299999999999969,-3.5169749949176596,0.06317689530685944,369.18,14.55,2764.74
2020-12-17,50.65,26399020,51.15,51.32,50.22,0.45261020757380216,0.5942381677408477,0.8891072510779381,63.02553116563536,1.2859499999999993,49.161,53.082089899504986,45.23991010049502,50.527,50.583999999999996,4.949999999999996,2.460000000000001,5.104793525627726,0.628597957288765,372.24,14.4,2778.14
2020-12-16,51.12,28350980,50.71,51.46,50.68,0.4582619338326066,0.6066391019378822,0.9048378067812237,79.6626589240072,1.282378571428571,48.8815,53.12209913219819,44.64090086780182,50.449,50.618,6.269999999999996,1.8999999999999986,3.8602194229987785,0.7158774373259049,370.17,14.48,2773.42
2020-12-15,50.665,25472990,50.98,51.01,50.21,0.32339449593337294,0.6160186685482839,0.8638998934166082,70.5128751400163,1.2691642857142849,48.602,52.95108427143002,44.252915728569974,50.23899999999999,50.495999999999995,6.204999999999998,2.634999999999998,5.486154486779092,0.6735197368421053,369.59,15.79,2774.79
2020-12-14,50.47,33436400,49.82,51.34,49.74,0.3300666599340201,0.6723259997947424,0.8454096855451638,73.75836877533688,1.304164285714285,48.378249999999994,52.74020285967191,44.01629714032808,50.24399999999999,50.38549999999999,6.189999999999998,1.8999999999999986,3.9118797611694434,0.6716867469879519,364.66,16.6,2736.25
2020-12-11,49.73,29398840,50.14,50.14,49.115,0.31016124838541653,0.9059195604467317,0.8293671338904076,53.387356713691005,1.2477357142857133,48.127750000000006,52.555366147544866,43.700133852455146,50.19,50.173500000000004,5.619999999999997,0.8099999999999952,1.6557645134914045,0.5944444444444439,366.3,18.67,2704.08
2020-12-10,50.26,33705980,49.66,50.72,49.59,0.7034799215329456,1.2209759416139196,0.8721729369217499,76.968312842121,1.2052357142857137,47.88875,52.45837566847658,43.319124331523426,50.641,49.945499999999996,6.009999999999998,1.1299999999999955,2.300020354162417,0.6734972677595628,366.73,20.67,2733.67
2020-12-09,50.07,34068390,50.28,50.8383,49.73,0.6847598119048746,1.488704890164602,0.8601589191628776,87.49064671813886,1.1938071428571426,47.693250000000006,52.17405157449535,43.21244842550466,50.787,49.6245,4.43,1.7700000000000031,3.664596273291932,0.6754716981132076,366.85,18.3,2734.77
2020-12-08,50.69,28956510,49.83,50.72,49.81,0.7226866540901387,1.6692274410636798,0.8516587158537376,105.94063498249241,1.1607142857142858,47.46175000000001,51.905718131073854,43.017781868926164,50.753,49.31850000000001,3.969999999999999,2.960000000000001,6.201550387596901,0.7534591194968551,370.17,21.13,2816.27
2020-12-07,50.2,51040300,51.0,51.29,49.56,0.8689395836305301,1.8562414309566524,0.7652943295812946,121.13918973124755,1.1517857142857142,47.20725,51.46150372421533,42.95299627578467,50.527,48.8555,2.0,2.210000000000001,4.60512606793082,0.6918238993710695,369.09,20.34,2806.61
2020-12-04,51.985,39767720,51.06,52.65,51.0,1.242833858566783,2.057783334075772,0.6938213226723775,209.56100121658318,1.070714285714286,46.966750000000005,51.05777465771108,42.87572534228893,50.157,48.3745,-1.9149999999999991,3.914999999999999,8.144372789681713,0.9163522012578617,369.85,18.11,2793.03
2020-12-03,50.99,50261150,49.92,51.11,49.78,1.2325745413564237,1.8123178529165358,0.41075837461521303,209.49041269255252,0.9971428571428572,46.651500000000006,50.06229624134894,43.24070375865107,49.25,47.738,-2.509999999999998,1.75,3.554021121039805,0.9812792511700472,366.69,18.53,2716.15
2020-12-02,49.9,33753520,49.22,50.06,49.18,1.1228428207010992,1.6101133500471325,0.14480154455511496,216.6838322243842,1.0307142857142861,46.38700000000001,49.17451573986588,43.59948426013413,48.462,47.144999999999996,-3.530000000000001,0.3299999999999983,0.6657252370385279,0.9427312775330392,366.79,19.15,2716.35
2020-12-01,49.56,57778190,48.75,50.225,48.71,0.9668422828983034,1.3796071904712592,-0.08578046827875596,271.2207952438566,1.0403571428571432,46.1345,48.48385288962727,43.78514711037273,47.884,46.708000000000006,-5.019999999999996,-1.0300000000000011,-2.035975489227122,0.8828193832599122,366.02,21.58,2709.73
2020-11-30,48.35,46332670,47.42,48.5,47.265,0.7405295402615619,1.0015932308077964,-0.34422106693902776,214.7696905989187,0.9942857142857144,45.87950000000001,47.74318962008164,44.01581037991838,47.184000000000005,46.370999999999995,-5.809999999999995,-12.049999999999997,-19.950331125827812,0.9620253164556966,362.06,20.67,2663.49
2020-11-27,47.45,15921420,47.36,48.1,47.36,0.7547820877577841,0.7816751243323529,-0.5458783973462928,215.1001164581688,1.0460714285714288,45.676,47.28804714571256,44.06395285428744,46.592,46.081999999999994,-6.399999999999999,-13.599999999999994,-22.27682227682227,0.8169014084507049,363.67,19.81,2631.56
2020-11-25,47.05,28126890,47.03,47.18,46.57,0.6909876988774827,0.6996542003018332,-0.7036900678319782,166.5033834595164,1.0350000000000001,45.509,47.04138245878762,43.97661754121238,46.226,45.832,-6.5,-13.650000000000006,-22.487644151565085,0.8928571428571415,362.66,17.88,2600.24
2020-11-24,47.01,33901170,46.29,47.3,46.01,0.6746673254278724,0.6025744767246608,-0.8541523808106959,168.5375216609547,1.0525000000000004,45.369,46.82222950699468,43.91577049300532,45.827999999999996,45.76199999999999,-6.82,-14.14,-23.12346688470973,0.8785714285714276,363.22,17.33,2609.01
2020-11-23,46.06,35489640,45.48,46.21,45.45,0.3254166559965853,0.43939162486328703,-1.0297002438372047,71.96577102546937,1.058214285714286,45.30050000000001,46.55318471691803,44.04781528308198,45.532,45.605000000000004,-7.82,-13.939999999999998,-23.23333333333333,0.5392857142857153,357.46,16.5,2595.25
2020-11-20,45.39,24199280,45.66,45.88,45.33,0.3688576961376824,0.4126124089263426,-1.1420584218261283,11.674848605415296,1.071071428571429,45.3335,46.694562452644995,43.97243754735501,45.558,45.559000000000005,-7.43,-13.75,-23.24991545485289,0.3000000000000007,355.33,16.28,2555.5
2020-11-19,45.62,29469080,44.92,45.67,44.7,0.3635051581477199,0.4126124089263426,-1.2006383737781618,-24.214022162966266,1.0899999999999999,45.474000000000004,47.32231166203106,43.625688337968946,45.572,45.559000000000005,-7.75,-13.410000000000004,-22.71726240894461,0.44372990353697606,357.78,16.74,2570.22
2020-11-18,45.06,32817920,45.55,45.685,45.04,0.43714528477383635,0.4138900820266166,-1.2813620451965235,-42.26764251809529,1.105357142857143,45.888000000000005,50.00211035340571,41.7738896465943,45.438,45.565000000000005,-7.609999999999999,-13.919999999999995,-23.60122075279755,0.38770053475935884,356.28,16.65,2530.59
2020-11-17,45.53,31072060,45.75,46.12,45.405,0.5121562261654141,0.37885221393044494,-1.3087386287858322,-28.632138676088783,1.0985642857142857,46.31,51.569749043443046,41.05025095655696,45.696,45.629,-5.839999999999996,-13.049999999999997,-22.27722772277227,0.5133689839572194,360.62,15.64,2548.96
2020-11-16,46.19,36306290,46.04,46.75,45.79,0.5192070877790472,0.44565569669869526,-1.3724994517847549,-17.05844722273698,1.14535,46.705,52.79253316212733,40.61746683787267,45.678000000000004,45.561,-5.5,-13.340000000000003,-22.408869477574335,0.6898395721925126,362.57,14.97,2570.98
2020-11-13,45.46,30898110,44.99,45.58,44.97,0.45215041744976836,0.5003358871798024,-1.501117819295601,-45.56154338620641,1.15035,47.1245,54.10334080632306,40.145659193676934,45.559999999999995,45.388,-5.549999999999997,-12.96,-22.184183498801783,0.4946524064171124,358.1,15.32,2508.82
2020-11-12,44.95,42909920,46.13,46.19,44.55,0.4560964810212856,0.5988822922745336,-1.5691199128196942,-50.86377227128764,1.244635714285715,47.5595,55.12870464778169,39.99029535221831,45.54600000000001,45.27,-7.289999999999999,-13.659999999999997,-23.306602968776655,0.3152941176470596,353.21,15.76,2478.43
2020-11-11,46.35,31496940,45.9,46.455,45.86,0.34533462033222284,0.6898724519793499,-1.5811644770948803,-35.65076050271538,1.561778571428572,48.0045,55.945088076458816,40.063911923541184,45.69199999999999,45.186,-5.43,-11.96,-20.511061567484138,0.5420375865479727,356.67,16.26,2511.24
2020-11-10,45.44,39224460,45.4,46.48,45.25,0.1256025477448616,0.6196321489399983,-1.7160844194665685,-48.22989942988182,1.5714214285714287,48.3645,56.619048988285186,40.10995101171481,45.562,44.976,-5.75,-14.100000000000001,-23.681558616056435,0.17247879359095175,354.04,15.28,2422.33
2020-11-09,45.6,48481730,46.64,47.35,45.54,0.31664491153340835,0.6372628970840845,-1.7706755543559964,-45.13732085480999,1.5728500000000005,48.784000000000006,57.251435030751644,40.31656496924837,45.444,44.996,-5.829999999999998,-13.530000000000001,-22.881785895484526,0.18755890669180042,354.56,17.26,2497.59
2020-11-06,45.39,36233680,45.54,45.795,44.9,0.48689218519093125,0.8088856532291816,-1.830889322096965,-62.454416762184984,1.5349928571428575,49.198,57.81067345253493,40.58532654746507,45.215999999999994,45.108000000000004,-4.549999999999997,-13.420000000000002,-22.819248427138245,0.16050495942290355,350.16,15.62,2529.27
2020-11-05,45.68,31103210,46.15,46.38,45.525,0.5974479056788132,1.2342726603145682,-1.8597310500558422,-60.70150358386294,1.641778571428571,49.5695,58.1339438815372,41.0050561184628,44.994,45.388999999999996,-3.479999999999997,-14.149999999999999,-23.65034263747284,0.16402535657686212,350.24,15.74,2489.16
2020-11-04,45.7,34748150,45.11,46.15,44.78,0.5661448577881822,2.843059795361328,-1.8990202221043617,-72.5211360366841,1.6414214285714281,49.95399999999999,58.475822340321336,41.43217765967865,44.68000000000001,46.211,-3.1199999999999974,-12.57,-21.57199244894457,0.16561014263074514,343.54,14.94,2384.22
2020-11-03,44.85,33587540,44.73,45.46,44.7,0.25557777681167876,3.5723142358980677,-1.9235817439247782,-90.63272887319096,1.6407071428571425,50.302499999999995,58.66860273663908,41.93639726336091,44.39,46.99099999999999,-5.100000000000001,-12.649999999999999,-21.999999999999996,0.0982567353407292,336.03,15.42,2302.73
2020-11-02,44.46,33856740,44.96,45.055,44.24,0.5572575706080629,3.963956230838075,-1.8404063518639262,-111.91409787104422,1.6328499999999997,50.6285,58.619027579578216,42.63797242042179,44.548,47.849000000000004,-5.259999999999998,-14.049999999999997,-24.012989232609804,0.06735340729001593,330.2,16.67,2260.07
2020-10-30,44.28,46794170,44.1,44.795,43.61,1.0238163897887156,4.250989179002929,-1.6677656681518798,-140.3055019242711,1.6224928571428572,50.989999999999995,58.46937697940142,43.51062302059857,44.99999999999999,48.861,-5.609999999999999,-14.810000000000002,-25.06346251480792,0.05309033280507147,326.54,15.6,2246.15
2020-10-29,44.11,36796800,44.24,44.47,43.9201,1.542032425080615,4.21949629695299,-1.4048276948590086,-175.78280907477495,1.6364214285714287,51.326499999999996,58.144374375492696,44.508625624507296,45.784000000000006,49.849000000000004,-6.210000000000001,-15.810000000000002,-26.385180240320434,0.015426607852216612,329.98,14.61,2283.65
2020-10-28,44.25,45066010,44.89,45.285,44.2,3.3402898077861445,3.8939261677643553,-1.031480278839986,-214.056789466694,1.6814285714285713,51.733000000000004,57.69737456905584,45.76862543094417,47.742000000000004,50.823,-6.119999999999997,-15.840000000000003,-26.360459311033452,0.004156275976724633,326.66,14.01,2222.98
2020-10-27,45.64,50130520,45.98,46.41,45.36,3.4535685891552808,3.2742909156029483,-0.5542044092471201,-237.75729753535148,1.6435714285714285,52.109500000000004,56.9888584619292,47.23014153807081,49.592,51.753,-4.359999999999999,-13.979999999999997,-23.448507212344847,0.02575896964121449,338.22,14.77,2300.91
2020-10-26,46.72,54161290,47.85,47.86,46.25,3.0532212497622893,2.5970629564952783,-0.07849296246862991,-254.27963299432884,1.6557142857142857,52.387,56.29830719836732,48.47569280163268,51.15,52.572,-2.6899999999999977,-13.36,-22.237017310252995,0.04709418837675339,339.39,15.07,2308.45
2020-10-23,48.2,97322490,48.35,48.665,47.66,2.297602228411174,1.7258551503530057,0.41986590905544574,-244.80689048959601,1.6214285714285717,52.6225,55.59515453761449,49.649845462385514,52.722,53.288,-1.0799999999999983,-12.29,-20.31740783600595,0.06301050175029244,345.78,16.29,2360.23
2020-10-22,53.9,41522740,53.12,54.22,53.07,0.42659582745263613,0.44526396665348916,0.8991550009417324,58.477687262345206,1.2328571428571433,52.709500000000006,55.22621591563292,50.19278408436709,53.91400000000001,53.750000000000014,4.939999999999998,-6.5,-10.761589403973511,0.5340000000000004,344.61,16.6,2370.45
2020-10-21,53.5,21866030,53.14,54.07,52.82,0.4273920916441941,0.4556764202808828,0.9174599145719995,50.593168850783606,1.2400000000000004,52.47249999999999,55.361360501997275,49.583639498002704,53.903999999999996,53.69699999999999,3.8800000000000026,-6.600000000000001,-10.981697171381034,0.4790076335877863,342.73,17.19,2367.26
2020-10-20,53.43,27224900,54.6,54.7,53.27,0.4183108891721558,0.549858163529468,0.9682060419390268,72.81333400473346,1.2178571428571432,52.2385,55.49172778175768,48.98527221824232,53.914,53.614,4.520000000000003,-5.899999999999999,-9.94437889769088,0.46564885496183206,343.38,16.62,2385.82
2020-10-19,54.58,43537220,54.47,56.23,53.84,0.3509187940250563,0.8718233766078999,1.0260208293502018,130.12686995509404,1.2035714285714292,52.064499999999995,55.41500727502567,48.71399272497432,53.99399999999999,53.407999999999994,4.5,-5.1200000000000045,-8.576214405360142,0.6851145038167938,342.01,16.55,2385.85
2020-10-16,54.16,23421390,53.9,54.7,53.9,0.19355619339096325,0.9134270633170448,0.9677986732190007,116.25041887564107,1.0889285714285724,51.8215,55.111407445506636,48.531592554493365,53.854,53.11900000000001,3.769999999999996,-9.71,-15.202755597307032,0.8559999999999983,347.29,15.77,2399.76
2020-10-15,53.85,18272870,52.75,53.98,52.62,0.40092892138133446,1.035154094809078,0.9221725950556277,92.17003492481363,1.1367857142857152,51.608000000000004,54.81636157563327,48.399638424366735,53.586,52.80400000000001,1.6000000000000014,-9.189999999999998,-14.578045685279184,0.8702830188679253,347.5,17.05,2411.13
2020-10-14,53.55,21885110,54.01,54.4,53.51,0.38330144794926113,0.9838805821846475,0.882087344817208,118.47755691725159,1.1489285714285724,51.43149999999999,54.512968967878784,48.3500310321212,53.489999999999995,52.642999999999994,2.759999999999998,-10.120000000000005,-15.894455787655104,0.8495575221238936,347.93,18.13,2417.2
2020-10-13,53.83,20005770,54.27,54.29,53.62,0.49970391233209255,0.9637966590521058,0.8486390822246506,139.6171157882854,1.172500000000001,51.272499999999994,54.22581593298109,48.319184067018895,53.314,52.465999999999994,2.8799999999999955,-10.510000000000005,-16.335094808828106,0.9216354344122656,350.13,19.77,2430.13
2020-10-12,53.88,27303470,53.55,54.2,53.21,0.8427431399898797,0.9143172315996249,0.7650940040468868,150.6937584789985,1.230714285714287,51.081,53.83619073749895,48.32580926250105,52.822,52.202,3.450000000000003,-9.089999999999996,-14.435445450214383,0.944636678200692,352.43,18.57,2433.48
2020-10-09,52.82,24343900,53.55,53.85,52.67,0.7421482331717841,0.7442989990588466,0.642240555113851,132.63970816478786,1.1850000000000012,50.8575,53.38392731935831,48.3310726806417,52.384,51.95700000000001,3.4200000000000017,-9.11,-14.710156628451475,0.8103130755064455,346.85,18.14,2398.04
